iter	Logloss
261	0.3692407777
262	0.3691473136
263	0.3689862332
264	0.3688625571
265	0.3686918958
266	0.3685893444
267	0.3684045436
268	0.3683404859
269	0.3683112306
270	0.3682040336
271	0.3680451944
272	0.3679287219
273	0.3678159306
274	0.3677816365
275	0.3676655205
276	0.3674229579
277	0.3672869628
278	0.3672156095
279	0.3671153929
280	0.3669582796
281	0.3668576822
282	0.3667376285
283	0.3666033409
284	0.3664383106
285	0.3662929676
286	0.3662138707
287	0.3661595071
288	0.3660201052
289	0.3659349045
290	0.3658180547
291	0.3657303758
292	0.3656343958
293	0.3654948598
294	0.3653726593
295	0.365218732
296	0.3649991065
297	0.3648480626
298	0.3647280064
299	0.364521067
300	0.3643923019
301	0.3642600411
302	0.3641120397
303	0.3640308529
304	0.363971414
305	0.3637950903
306	0.3636402325
307	0.3634861314
308	0.3634195514
309	0.3631867329
310	0.3631273488
311	0.3630546274
312	0.3628844583
313	0.3626961672
314	0.3625625405
315	0.3624327406
316	0.362279268
317	0.3621852146
318	0.3621296649
319	0.3619771554
320	0.3618165345
321	0.3618165298
322	0.3617691052
323	0.361622423
324	0.3615429035
325	0.3614513331
326	0.3613453782
327	0.3612679732
328	0.3611538363
329	0.3610083729
330	0.3609815258
331	0.3608260157
332	0.3606806016
333	0.3605719682
334	0.3604164228
335	0.3603036808
336	0.3602363951
337	0.3601516096
338	0.3600282426
339	0.3599653582
340	0.3598346679
341	0.3597426932
342	0.3595268812
343	0.3594025309
344	0.3593296995
345	0.3591564947
346	0.3589414194
347	0.3588062666
348	0.3586206443
349	0.3584605097
350	0.3583938808
351	0.3582389247
352	0.3580711747
353	0.3580062562
354	0.3578876258
355	0.3578181956
356	0.3576622016
357	0.3575871405
358	0.3574394917
359	0.3573590673
360	0.3571776174
361	0.3571124
362	0.357020522
363	0.3568819327
364	0.3566536383
365	0.3564920837
366	0.3563873464
367	0.3562232642
368	0.356063907
369	0.3558796543
370	0.3556649872
371	0.3555803833
372	0.3553872305
373	0.3552541333
374	0.3551564447
375	0.3549591932
376	0.3548764786
377	0.3547938712
378	0.3547098127
379	0.3545822377
380	0.3544198031
381	0.3543802152
382	0.3542808869
383	0.354142218
384	0.3540659398
385	0.3539393672
386	0.3538613045
387	0.3538090517
388	0.3537479848
389	0.3535851716
390	0.3535009943
391	0.3534249383
392	0.3532745782
393	0.3532225734
394	0.3530856073
395	0.3529777971
396	0.3529073591
397	0.3527969428
398	0.3527253948
399	0.352608985
400	0.3524952572
401	0.3522562883
402	0.3521570891
403	0.352028535
404	0.3519535832
405	0.3519201731
406	0.3518496348
407	0.3517684901
408	0.351591171
409	0.3515201808
410	0.3514440314
411	0.351373632
412	0.3511693746
413	0.3510044307
414	0.3508523051
415	0.3507784671
416	0.3506524929
417	0.3504944983
418	0.3503439119
419	0.3501700024
420	0.3500332634
421	0.3499158826
422	0.349817596
423	0.34974519
424	0.349633436
425	0.3495149448
426	0.3493938132
427	0.3493100569
428	0.3491713392
429	0.3490450623
430	0.3489187434
431	0.3487658385
432	0.3486350983
433	0.3484628432
434	0.3484065837
435	0.3482809781
436	0.3481403739
437	0.3480146267
438	0.3479356683
439	0.3477375505
440	0.3476179606
441	0.347519031
442	0.3474166646
443	0.3473176222
444	0.3472006481
445	0.3470238075
446	0.3468901001
447	0.3467338044
448	0.3465239597
449	0.3463840563
450	0.3462758674
451	0.3461050086
452	0.34592938
453	0.3457821872
454	0.3456848329
455	0.3455872073
456	0.3455275375
457	0.3453797441
458	0.3452690603
459	0.345162284
460	0.3449894332
461	0.3449345164
462	0.3448432334
463	0.3447038509
464	0.3445943911
465	0.3444937217
466	0.3444146202
467	0.3442323464
468	0.3441327927
469	0.3440698341
470	0.3439736079
471	0.3438935905
472	0.3438089364
473	0.343694311
474	0.3436133492
475	0.3435078027
476	0.3433800241
477	0.3432972728
478	0.3431266354
479	0.3429691274
480	0.3428651511
481	0.3427240757
482	0.3426247713
483	0.3425321229
484	0.3423944269
485	0.3422107573
486	0.3420522555
487	0.3419254453
488	0.3418276894
489	0.341655582
490	0.3415081662
491	0.3414290205
492	0.3413734075
493	0.3412673757
494	0.3411996784
495	0.3410670172
496	0.340889416
497	0.3407655862
498	0.3406806616
499	0.3405828201
500	0.3404351883
501	0.3403377888
502	0.3402480235
503	0.340190797
504	0.3400574005
505	0.3399147137
506	0.3397418475
507	0.3396208808
508	0.3395097845
509	0.3394522319
510	0.3393026012
511	0.3392430561
512	0.3391011616
513	0.3389635568
514	0.3388342497
515	0.3386815814
516	0.3385588068
517	0.3384475424
518	0.3382816798
519	0.3381092022
520	0.3380253424
521	0.3378454845
522	0.3377526715
523	0.3376051711
524	0.3375268614
525	0.3374132087
526	0.3372873646
527	0.3371900527
528	0.3370824647
529	0.3369470946
530	0.3368487685
531	0.3367806208
532	0.336653131
533	0.3365205453
534	0.3364605442
535	0.3362977117
536	0.3362478266
537	0.3361891851
538	0.336059056
539	0.3358796098
540	0.3357402653
541	0.3356603074
542	0.3356131347
543	0.335545382
544	0.3354361561
545	0.3352938503
546	0.3352054387
547	0.3351015335
548	0.3349753027
549	0.3348394691
550	0.3347886047
551	0.3346882069
552	0.3345489675
553	0.3345062362
554	0.3343841146
555	0.3343013042
556	0.3341929437
557	0.3340936369
558	0.3339730012
559	0.3338663066
560	0.3336677134
561	0.3335259215
562	0.3334609508
563	0.3333329066
564	0.3331883858
565	0.333068102
566	0.3329586771
567	0.3328741886
568	0.3326806783
569	0.3326381425
570	0.3325120171
571	0.3323200023
572	0.3321981654
573	0.3321180356
574	0.3320374603
575	0.3319033265
576	0.3317351774
577	0.3316091967
578	0.3314602607
579	0.3313841104
580	0.3313181381
581	0.3312530572
582	0.331118956
583	0.3310237114
584	0.3309119723
585	0.3308211546
586	0.3307659891
587	0.3307279891
588	0.3306344788
589	0.3304683529
590	0.3303764701
591	0.3302553292
592	0.3301051527
593	0.3299888715
594	0.3298292293
595	0.329736178
596	0.3296214275
597	0.3294994486
598	0.3293587296
599	0.3292682476
600	0.32913814
601	0.3290770309
602	0.3290039766
603	0.3288937054
604	0.3287217662
605	0.3286304913
606	0.3285025251
607	0.328445582
608	0.3283328622
609	0.3282114136
610	0.3281251957
611	0.3280388485
612	0.3279150124
613	0.3278291992
614	0.3276503833
615	0.3275078644
616	0.3274106453
617	0.3272753736
618	0.3271929894
619	0.3270388576
620	0.3269544105
621	0.3269190147
622	0.3268417024
623	0.326678268
624	0.326562517
625	0.3264246927
626	0.3263445548
627	0.3262874805
628	0.3261720967
629	0.3260601829
630	0.3259740153
631	0.3258592077
632	0.325784135
633	0.3256919735
634	0.325613623
635	0.3254764755
636	0.3253737315
637	0.3252753771
638	0.3251615334
639	0.3250092038
640	0.3249625941
641	0.3248404857
642	0.3247230305
643	0.3246460713
644	0.3245903202
645	0.3244535943
646	0.3243688939
647	0.3242995632
648	0.3241965654
649	0.324121925
650	0.3240015182
651	0.323874178
652	0.3238188262
653	0.3236387559
654	0.3235732606
655	0.3234577152
656	0.3233108706
657	0.3232092617
658	0.3231202603
659	0.3230115055
660	0.3229067652
661	0.3228297622
662	0.3227516187
663	0.3226378948
664	0.3225088935
665	0.3224679616
666	0.3223484351
667	0.3222953406
668	0.3221953838
669	0.3220459017
670	0.3219436814
671	0.3218839934
672	0.3217774848
673	0.3216348405
674	0.3214710228
675	0.3213464984
676	0.3212548503
677	0.3211588727
678	0.3211114693
679	0.3209923575
680	0.3208829092
681	0.3207461781
682	0.3206249971
683	0.3205810104
684	0.32048074
685	0.3203450298
686	0.3202784989
687	0.3201546709
688	0.3200453533
689	0.3199283887
690	0.3198209581
691	0.3196979807
692	0.3195276161
693	0.3194520431
694	0.3193268835
695	0.3192407745
696	0.3191461111
697	0.3190334194
698	0.3189022205
699	0.3188662072
700	0.3187647085
701	0.3187277044
702	0.3186144717
703	0.318553651
704	0.3184184825
705	0.3182988795
706	0.3182280357
707	0.3181527068
708	0.3179837306
709	0.3178398861
710	0.31777749
711	0.3176611167
712	0.317567816
713	0.3174313951
714	0.3173184842
715	0.317165106
716	0.3170723101
717	0.3169848725
718	0.3168149154
719	0.3167136362
720	0.3165776167
721	0.3164913746
722	0.3163722934
723	0.316323356
724	0.3161819662
725	0.3160592593
726	0.3159846252
727	0.3159059305
728	0.3157744379
729	0.3157271946
730	0.3156258934
731	0.3155683456
732	0.3155249016
733	0.3154174026
734	0.3153018228
735	0.3152106506
736	0.3151807891
737	0.3151020997
738	0.314994425
739	0.3148688712
740	0.314806746
741	0.3146489039
742	0.3146011272
743	0.3144906512
744	0.3144038159
745	0.3142895314
746	0.3142431875
747	0.3141925362
748	0.3140886868
749	0.3140134044
750	0.3139201015
751	0.3138413105
752	0.313781722
753	0.313680032
754	0.3136463054
755	0.3135273366
756	0.3134278922
757	0.3133922137
758	0.3132828332
759	0.3132248142
760	0.3131487574
761	0.313029815
762	0.3128975754
763	0.3128286258
764	0.31277524
765	0.3126979414
766	0.312604202
767	0.3125295613
768	0.3124645448
769	0.3123176559
770	0.3122204505
771	0.3121160305
772	0.3120295478
773	0.3119585842
774	0.3118747189
775	0.3117433031
776	0.3116635313
777	0.3115667798
778	0.3115020246
779	0.3114042092
780	0.3113181879
781	0.3112209501
782	0.3111383694
783	0.3110426441
784	0.3109487167
785	0.3108518666
786	0.3107494452
787	0.3106681061
788	0.3105623224
789	0.3104754147
790	0.3103505633
791	0.3102686838
792	0.3101330731
793	0.3100408646
794	0.3099972777
795	0.3099495981
796	0.3098844563
797	0.3097556327
798	0.3097369478
799	0.3096437376
800	0.3095670168
801	0.3094943189
802	0.3093652619
803	0.3093269067
804	0.3092811567
805	0.3092155956
806	0.3091500032
807	0.3090744849
808	0.3090097942
809	0.308963975
810	0.3088183502
811	0.3086930107
812	0.308610393
813	0.3085602409
814	0.3084861099
815	0.3084135791
816	0.3082887234
817	0.3082197066
818	0.308131609
819	0.3080338154
820	0.3079733121
821	0.3079347143
822	0.3078682366
823	0.3077155953
824	0.3075649431
825	0.3074342534
826	0.307364049
827	0.307224018
828	0.3071464113
829	0.3070490915
830	0.3069454949
831	0.3069018503
832	0.3068605046
833	0.3067760187
834	0.3066906192
835	0.3066215182
836	0.3065645988
837	0.3064827146
838	0.3064333861
839	0.3063397339
840	0.3062205884
841	0.3061156807
842	0.3060385283
843	0.3060105982
844	0.3058987137
845	0.3058140013
846	0.3057161511
847	0.3055132132
848	0.3054206956
849	0.3052943737
850	0.30521868
851	0.3050874795
852	0.3050148425
853	0.3049775039
854	0.3049065798
855	0.3047763827
856	0.3046630335
857	0.3045752267
858	0.3044693923
859	0.3043900288
860	0.3043700645
861	0.3042894093
862	0.3042712238
863	0.3041756318
864	0.3040372021
865	0.3040044761
866	0.3039661126
867	0.3038418775
868	0.303762918
869	0.3037068629
870	0.3036214694
871	0.3034665923
872	0.3034305895
873	0.3033239928
874	0.3032052121
875	0.3031404438
876	0.3030422552
877	0.3029882796
878	0.3029246063
879	0.3027832579
880	0.3027051391
881	0.3025542638
882	0.3025158632
883	0.3024170105
884	0.3022877275
885	0.302131975
886	0.3020644097
887	0.3019151042
888	0.301826413
889	0.3017614941
890	0.3016477258
891	0.3015243139
892	0.3014371375
893	0.3013458935
894	0.3012918623
895	0.3012246703
896	0.3011186121
897	0.3010065818
898	0.3009315149
899	0.3008277131
900	0.3007307319
901	0.3006263663
902	0.3005901691
903	0.3005144731
904	0.3004050107
905	0.3003408743
906	0.3002253544
907	0.3001881137
908	0.3001696684
909	0.3000863553
910	0.2999842683
911	0.2998842686
912	0.2998174245
913	0.2997810952
914	0.299681526
915	0.299620919
916	0.2995479546
917	0.2993940452
918	0.2993302958
919	0.2992748924
920	0.2991874336
921	0.2991094073
922	0.2990447348
923	0.2990106643
924	0.2989779377
925	0.2988813911
926	0.2988151106
927	0.2987473706
928	0.2986576758
929	0.2985981833
930	0.2984892376
931	0.2983766399
932	0.2983458218
933	0.2982239433
934	0.2981919779
935	0.2980671136
936	0.2979979721
937	0.2979433777
938	0.2978665742
939	0.2978213034
940	0.2977421174
941	0.2976709033
942	0.2976087658
943	0.2974938955
944	0.2974281292
945	0.2973584197
946	0.2973063908
947	0.2972531921
948	0.2971823417
949	0.297115461
950	0.2970458633
951	0.2969852221
952	0.296865694
953	0.2967886025
954	0.296683511
955	0.296646868
956	0.2965899688
957	0.2965059435
958	0.2964483444
959	0.2963397651
960	0.2962761686
961	0.2961671626
962	0.2961542726
963	0.2961227417
964	0.2960300916
965	0.2959744708
966	0.2959150714
967	0.2958066065
968	0.2957214364
969	0.2956019711
970	0.2955882777
971	0.2954909697
972	0.2954208736
973	0.2953294582
974	0.2953016166
975	0.2952128971
976	0.2951473573
977	0.2950871057
978	0.2950161691
979	0.2949805898
980	0.2948845576
981	0.2948006052
982	0.2947143753
983	0.2946593376
984	0.2945571678
985	0.2944570825
986	0.2944222413
987	0.2943101134
988	0.2942171933
989	0.2941660709
990	0.2940825741
991	0.2939420692
992	0.293856367
993	0.2937446222
994	0.2936314001
995	0.2934930124
996	0.2934075535
997	0.2933200088
998	0.2932645017
999	0.2932200345
